Name,Mana Cost,CMC,Power,Toughness,Type,Creature,Non-Creature,Planeswalker,Land,Text,Colour Identity,Rarity,Collector No.,Price,Price STD,Price Foil,Price Etched,Card Type,Creature_Advisor,Creature_Angel,Creature_Archer,Creature_Artifact,Creature_Assassin,Creature_Badger,Creature_Bard,Creature_Bat,Creature_Bear,Creature_Berserker,Creature_Bird,Creature_Boar,Creature_Cat,Creature_Citizen,Creature_Cleric,Creature_Coyote,Creature_Crab,Creature_Dragon,Creature_Druid,Creature_Elemental,Creature_Elk,Creature_Fish,Creature_Frog,Creature_Hamster,Creature_Insect,Creature_Knight,Creature_Legendary,Creature_Lizard,Creature_Mercenary,Creature_Mole,Creature_Mouse,Creature_Noble,Creature_Otter,Creature_Possum,Creature_Rabbit,Creature_Raccoon,Creature_Ranger,Creature_Rat,Creature_Rogue,Creature_Scout,Creature_Shapeshifter,Creature_Skunk,Creature_Snake,Creature_Soldier,Creature_Squirrel,Creature_Turtle,Creature_Warlock,Creature_Warrior,Creature_Weasel,Creature_Wizard,Creature_Wolverine,Key_Artifacts,Key_Changeling,Key_Deathtouch,Key_Do Crime,Key_Double strike,Key_Enchant,Key_Equip,Key_Fight,Key_First strike,Key_Flash,Key_Flashback,Key_Flying,Key_Food,Key_Forage,Key_Gift,Key_Haste,Key_Landfall,Key_Lifelink,Key_Menace,Key_Mill,Key_Modified,Key_Outlaw,Key_Prowess,Key_Reach,Key_Scry,Key_Surveil,Key_Threshold,Key_Trample,Key_Treasure,Key_Valiant,Key_Vigilance,Key_Ward,Black,White,Red,Green,Blue,Uncoloured,Colour,Mana_Black,Mana_White,Mana_Red,Mana_Green,Mana_Blue,Mana_Uncoloured
Stormcatch Mentor,{U}{R},2.0,1,1,Creature — Otter Wizard,1,0,0,0,"Haste
Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
Instant and sorcery spells you cast cost {1} less to cast.","['R', 'U']",uncommon,234,0.17,0.17,0.39,,Creature,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Red,0,0,0,0,0,0
Tempest Angler,{1}{U/R}{U/R},3.0,2,2,Creature — Otter Wizard,1,0,0,0,"Whenever you cast a noncreature spell, put a +1/+1 counter on Tempest Angler.","['R', 'U']",common,235,0.13,0.13,0.43,,Creature,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Red,0,0,0,0,0,0
Tidecaller Mentor,{1}{U}{B},3.0,3,3,Creature — Rat Wizard,1,0,0,0,"Menace
Threshold — When Tidecaller Mentor enters, if seven or more cards are in your graveyard, return up to one target nonland permanent to its owner's hand.","['B', 'U']",uncommon,236,0.15,0.15,0.26,,Creature,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,Black,0,0,0,0,0,0
Veteran Guardmouse,{3}{R/W},4.0,3,4,Creature — Mouse Soldier,1,0,0,0,"Valiant — Whenever Veteran Guardmouse becomes the target of a spell or ability you control for the first time each turn, it gets +1/+0 and gains first strike until end of turn. Scry 1. (Look at the top card of your library. You may put that card on the bottom.)","['R', 'W']",common,237,0.16,0.16,0.19,,Creature,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,White,0,0,0,0,0,0
Vinereap Mentor,{B}{G},2.0,3,2,Creature — Squirrel Druid,1,0,0,0,"When Vinereap Mentor enters or dies, create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this artifact: You gain 3 life."")","['B', 'G']",uncommon,238,0.21,0.21,0.24,,Creature,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Black,0,0,0,0,0,0
"Vren, the Relentless",{2}{U}{B},4.0,3,4,Legendary Creature — Rat Rogue,1,0,0,0,"Ward {2}
If a creature an opponent controls would die, exile it instead.
At the beginning of each end step, create X 1/1 black Rat creature tokens with ""This creature gets +1/+1 for each other Rat you control,"" where X is the number of creatures your opponents controlled that were exiled this turn.","['B', 'U']",rare,239,0.44,0.44,0.76,,Creature,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,Black,0,0,0,0,0,0
Wandertale Mentor,{R}{G},2.0,2,2,Creature — Raccoon Bard,1,0,0,0,"Whenever you expend 4, put a +1/+1 counter on Wandertale Mentor. (You expend 4 as you spend your fourth total mana to cast spells during a turn.)
{T}: Add {R} or {G}.","['G', 'R']",uncommon,240,0.14,0.14,0.3,,Creature,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Red,0,0,0,0,0,0
"Ygra, Eater of All",{3}{B}{G},5.0,6,6,Legendary Creature — Elemental Cat,1,0,0,0,"Ward—Sacrifice a Food.
Other creatures are Food artifacts in addition to their other types and have ""{2}, {T}, Sacrifice this permanent: You gain 3 life.""
Whenever a Food is put into a graveyard from the battlefield, put two +1/+1 counters on Ygra, Eater of All.","['B', 'G']",mythic,241,9.43,9.43,17.89,,Creature,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,Black,0,0,0,0,0,0
"Zoraline, Cosmos Caller",{1}{W}{B},3.0,3,3,Legendary Creature — Bat Cleric,1,0,0,0,"Flying, vigilance
Whenever a Bat you control attacks, you gain 1 life.
Whenever Zoraline enters or attacks, you may pay {W}{B} and 2 life. When you do, return target nonland permanent card with mana value 3 or less from your graveyard to the battlefield with a finality counter on it.","['B', 'W']",rare,242,0.47,0.47,1.4,,Creature,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,Black,0,0,0,0,0,0
Barkform Harvester,{3},3.0,2,3,Artifact Creature — Shapeshifter,1,0,0,0,"Changeling (This card is every creature type.)
Reach
{2}: Put target card from your graveyard on the bottom of your library.",[],common,243,0.11,0.11,0.22,,Creature,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Uncoloured,0,0,0,0,0,0
Bumbleflower's Sharepot,{2},2.0,,,Artifact,0,1,0,0,"When Bumbleflower's Sharepot enters, create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this artifact: You gain 3 life."")
{5}, {T}, Sacrifice Bumbleflower's Sharepot: Destroy target nonland permanent. Activate only as a sorcery.",[],common,244,0.27,0.27,0.2,,Non-Creature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Uncoloured,0,0,0,0,0,0
Fountainport Bell,{1},1.0,,,Artifact,0,1,0,0,"When Fountainport Bell enters, you may search your library for a basic land card, reveal it, then shuffle and put that card on top.
{1}, Sacrifice Fountainport Bell: Draw a card.",[],common,245,0.15,0.15,0.6,,Non-Creature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Uncoloured,0,0,0,0,0,0
Heirloom Epic,{1},1.0,,,Artifact,0,1,0,0,"{4}, {T}: Draw a card. For each mana in this ability's activation cost, you may tap an untapped creature you control rather than pay that mana. Activate only as a sorcery.",[],uncommon,246,0.13,0.13,0.3,,Non-Creature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Uncoloured,0,0,0,0,0,0
Patchwork Banner,{3},3.0,,,Artifact,0,1,0,0,"As Patchwork Banner enters, choose a creature type.
Creatures you control of the chosen type get +1/+1.
{T}: Add one mana of any color.",[],uncommon,247,0.52,0.52,0.61,,Non-Creature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Uncoloured,0,0,0,0,0,0
Short Bow,{2},2.0,,,Artifact — Equipment,0,1,0,0,"Equipped creature gets +1/+1 and has vigilance and reach.
Equip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)",[],uncommon,248,0.17,0.17,0.69,,Non-Creature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Uncoloured,0,0,0,0,0,0
Starforged Sword,{4},4.0,,,Artifact — Equipment,0,1,0,0,"Gift a tapped Fish (You may promise an opponent a gift as you cast this spell. If you do, when it enters, they create a tapped 1/1 blue Fish creature token.)
When Starforged Sword enters, if the gift was promised, attach Starforged Sword to target creature you control.
Equipped creature gets +3/+3 and loses flying.
Equip {3}",[],uncommon,249,0.16,0.16,0.24,,Non-Creature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Uncoloured,0,0,0,0,0,0
Tangle Tumbler,{3},3.0,6,6,Artifact — Vehicle,0,1,0,0,"Vigilance
{3}, {T}: Put a +1/+1 counter on target creature.
Tap two untapped tokens you control: Tangle Tumbler becomes an artifact creature until end of turn.",[],uncommon,250,0.12,0.12,0.34,,Non-Creature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Uncoloured,0,0,0,0,0,0
Three Tree Mascot,{2},2.0,2,1,Artifact Creature — Shapeshifter,1,0,0,0,"Changeling (This card is every creature type.)
{1}: Add one mana of any color. Activate only once each turn.",[],common,251,0.12,0.12,0.63,,Creature,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Uncoloured,0,0,0,0,0,0
Fabled Passage,,0.0,,,Land,0,0,0,1,"{T}, Sacrifice Fabled Passage: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle. Then if you control four or more lands, untap that land.",[],rare,252,2.07,2.07,2.96,,Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Uncoloured,0,0,0,0,0,0
Fountainport,,0.0,,,Land,0,0,0,1,"{T}: Add {C}.
{2}, {T}, Sacrifice a token: Draw a card.
{3}, {T}, Pay 1 life: Create a 1/1 blue Fish creature token.
{4}, {T}: Create a Treasure token.",[],rare,253,1.07,1.07,2.43,,Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Uncoloured,0,0,0,0,0,0
Hidden Grotto,,0.0,,,Land,0,0,0,1,"When Hidden Grotto enters, surveil 1. (Look at the top card of your library. You may put it into your graveyard.)
{T}: Add {C}.
{1}, {T}: Add one mana of any color.",[],common,254,0.13,0.13,0.25,,Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Uncoloured,0,0,0,0,0,0
Lilypad Village,,0.0,,,Land,0,0,0,1,"{T}: Add {C}.
{T}: Add {U}. Spend this mana only to cast a creature spell.
{U}, {T}: Surveil 2. Activate only if a Bird, Frog, Otter, or Rat entered under your control this turn.",['U'],uncommon,255,0.18,0.18,0.79,,Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Uncoloured,0,0,0,0,0,0
Lupinflower Village,,0.0,,,Land,0,0,0,1,"{T}: Add {C}.
{T}: Add {W}. Spend this mana only to cast a creature spell.
{1}{W}, {T}, Sacrifice Lupinflower Village: Look at the top six cards of your library. You may reveal a Bat, Bird, Mouse, or Rabbit card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.",['W'],uncommon,256,0.16,0.16,0.6,,Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Uncoloured,0,0,0,0,0,0
Mudflat Village,,0.0,,,Land,0,0,0,1,"{T}: Add {C}.
{T}: Add {B}. Spend this mana only to cast a creature spell.
{1}{B}, {T}, Sacrifice Mudflat Village: Return target Bat, Lizard, Rat, or Squirrel card from your graveyard to your hand.",['B'],uncommon,257,0.24,0.24,0.23,,Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Uncoloured,0,0,0,0,0,0
Oakhollow Village,,0.0,,,Land,0,0,0,1,"{T}: Add {C}.
{T}: Add {G}. Spend this mana only to cast a creature spell.
{G}, {T}: Put a +1/+1 counter on each Frog, Rabbit, Raccoon, or Squirrel you control that entered this turn.",['G'],uncommon,258,0.13,0.13,0.43,,Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Uncoloured,0,0,0,0,0,0
Rockface Village,,0.0,,,Land,0,0,0,1,"{T}: Add {C}.
{T}: Add {R}. Spend this mana only to cast a creature spell.
{R}, {T}: Target Lizard, Mouse, Otter, or Raccoon you control gets +1/+0 and gains haste until end of turn. Activate only as a sorcery.",['R'],uncommon,259,0.25,0.25,0.24,,Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Uncoloured,0,0,0,0,0,0
Three Tree City,,0.0,,,Legendary Land,0,0,0,1,"As Three Tree City enters, choose a creature type.
{T}: Add {C}.
{2}, {T}: Choose a color. Add an amount of mana of that color equal to the number of creatures you control of the chosen type.",[],rare,260,17.48,17.48,22.89,,Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Uncoloured,0,0,0,0,0,0
Uncharted Haven,,0.0,,,Land,0,0,0,1,"Uncharted Haven enters tapped. As it enters, choose a color.
{T}: Add one mana of the chosen color.",[],common,261,0.12,0.12,0.19,,Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Uncoloured,0,0,0,0,0,0
Plains,,0.0,,,Basic Land — Plains,0,0,0,1,({T}: Add {W}.),['W'],common,262,0.31,0.31,0.55,,Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Uncoloured,0,0,0,0,0,0
Island,,0.0,,,Basic Land — Island,0,0,0,1,({T}: Add {U}.),['U'],common,266,0.27,0.27,0.74,,Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Uncoloured,0,0,0,0,0,0
Swamp,,0.0,,,Basic Land — Swamp,0,0,0,1,({T}: Add {B}.),['B'],common,270,0.31,0.31,0.62,,Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Uncoloured,0,0,0,0,0,0
Mountain,,0.0,,,Basic Land — Mountain,0,0,0,1,({T}: Add {R}.),['R'],common,274,0.24,0.24,0.48,,Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Uncoloured,0,0,0,0,0,0
Forest,,0.0,,,Basic Land — Forest,0,0,0,1,({T}: Add {G}.),['G'],common,278,0.26,0.26,0.48,,Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Uncoloured,0,0,0,0,0,0
"Bria, Riptide Rogue",{2}{U}{R},4.0,3,3,Legendary Creature — Otter Rogue,1,0,0,0,"Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
Other creatures you control have prowess. (If a creature has multiple instances of prowess, each triggers separately.)
Whenever you cast a noncreature spell, target creature you control can't be blocked this turn.","['R', 'U']",mythic,379,0.0,,18.76,,Creature,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Red,0,0,0,0,0,0
"Byrke, Long Ear of the Law",{4}{G}{W},6.0,4,4,Legendary Creature — Rabbit Soldier,1,0,0,0,"Vigilance
When Byrke, Long Ear of the Law enters, put a +1/+1 counter on each of up to two target creatures.
Whenever a creature you control with a +1/+1 counter on it attacks, double the number of +1/+1 counters on it.","['G', 'W']",mythic,380,0.0,,9.34,,Creature,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,White,0,0,0,0,0,0
Serra Redeemer,{3}{W}{W},5.0,2,4,Creature — Angel Soldier,1,0,0,0,"Flying
Whenever another creature with power 2 or less enters under your control, put two +1/+1 counters on that creature.",['W'],rare,387,1.22,1.22,,,Creature,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,White,0,0,0,0,0,0
Charmed Sleep,{1}{U}{U},3.0,,,Enchantment — Aura,0,1,0,0,"Enchant creature
When Charmed Sleep enters, tap enchanted creature.
Enchanted creature doesn't untap during its controller's untap step.",['U'],common,388,0.0,,,,Non-Creature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Blue,0,0,0,0,0,0
Mind Spring,{X}{U}{U},2.0,,,Sorcery,0,1,0,0,Draw X cards.,['U'],rare,389,1.22,1.22,,,Non-Creature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Blue,0,0,0,0,0,0
Thieving Otter,{2}{U},3.0,2,2,Creature — Otter,1,0,0,0,"Whenever Thieving Otter deals damage to an opponent, draw a card.",['U'],common,390,0.3,0.3,,,Creature,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Blue,0,0,0,0,0,0
